Sn,movie_title,director_name,actor_1_name,actor_2_name,actor_3_name,genres,imdb_score,budget,gross,profit_percent,Hit/Flop
1028,Death to Smoochy,Danny DeVito,Robin Williams,Vincent Schiavelli,Danny Woodburn,Comedy|Crime|Drama|Thriller,6.4,55000000,8355815,-0.848076091,FLOP
1029,Zoolander 2,Ben Stiller,Milla Jovovich,Will Ferrell,Justin Theroux,Comedy,4.8,50000000,28837115,-0.4232577,FLOP
1030,The Big Bounce,George Armitage,Morgan Freeman,Andrew Wilson,Willie Nelson,Comedy|Crime,4.9,50000000,6471394,-0.87057212,FLOP
1031,What Planet Are You From?,Mike Nichols,Judy Greer,Linda Fiorentino,Garry Shandling,Comedy|Sci-Fi,5.6,50000000,6291602,-0.87416796,FLOP
1032,Drive Angry,Patrick Lussier,Nicolas Cage,Billy Burke,Katy Mixon,Action|Fantasy|Thriller,5.5,50000000,10706786,-0.78586428,FLOP
1033,Street Fighter: The Legend of Chun-Li,Andrzej Bartkowiak,Chris Klein,Robin Shou,Josie Ho,Action|Crime|Drama|Mystery|Thriller,3.7,18000000,8742261,-0.514318833,FLOP
1034,The One,James Wong,Jason Statham,Jet Li,Delroy Lindo,Action|Sci-Fi|Thriller,5.9,49000000,43905746,-0.103964367,FLOP
1036,The Adventures of Ford Fairlane,Renny Harlin,Lauren Holly,Gilbert Gottfried,David Patrick Kelly,Action|Adventure|Comedy|Crime|Music|Mystery,6.3,40000000,21413502,-0.46466245,FLOP
1038,Traffic,Steven Soderbergh,Michael O'Neill,Jacob Vargas,James Lew,Crime|Drama|Thriller,7.6,48000000,124107476,1.585572417,HIT
1039,Indiana Jones and the Last Crusade,Steven Spielberg,Harrison Ford,Julian Glover,Alison Doody,Action|Adventure|Fantasy,8.3,48000000,197171806,3.107745958,HIT
1041,Chappie,Neill Blomkamp,Hugh Jackman,Sharlto Copley,Jose Pablo Cantillo,Action|Crime|Drama|Sci-Fi|Thriller,6.9,49000000,31569268,-0.355729224,FLOP
1042,The Bone Collector,Phillip Noyce,Denzel Washington,Angelina Jolie Pitt,Leland Orser,Crime|Drama|Mystery|Thriller,6.7,48000000,66488090,0.385168542,HIT
1043,Panic Room,David Fincher,Kristen Stewart,Dwight Yoakam,Mel Rodriguez,Crime|Drama|Thriller,6.8,48000000,95308367,0.985590979,HIT
1045,Three Kings,David O. Russell,Judy Greer,Jamie Kennedy,Mykelti Williamson,Action|Adventure|Comedy|Drama|War,7.1,48000000,60652036,0.263584083,HIT
1046,Child 44,Daniel Espinosa,Tom Hardy,Fares Fares,Michael Nardone,Crime|Drama|Thriller,6.4,50000000,1206135,-0.9758773,FLOP
1047,Rat Race,Jerry Zucker,Corinna Harney,Douglas Haase,Vince Vieluf,Adventure|Comedy,6.4,48000000,56607223,0.179317146,HIT
1048,K-PAX,Iain Softley,Kevin Spacey,Jeff Bridges,Alfre Woodard,Drama|Mystery|Sci-Fi,7.4,48000000,50173190,0.045274792,HIT
1049,Kate & Leopold,James Mangold,Hugh Jackman,Natasha Lyonne,Bradley Whitford,Comedy|Fantasy|Romance,6.4,48000000,47095453,-0.018844729,FLOP
1050,Bedazzled,Harold Ramis,Brendan Fraser,Frances O'Connor,Brian Doyle-Murray,Comedy|Fantasy|Romance,6,48000000,37879996,-0.210833417,FLOP
1051,The Cotton Club,Francis Ford Coppola,Nicolas Cage,Bob Hoskins,Fred Gwynne,Crime|Drama|Music,6.5,58000000,25900000,-0.553448276,FLOP
1052,3:10 to Yuma,James Mangold,Christian Bale,Logan Lerman,Gretchen Mol,Adventure|Crime|Drama|Western,7.8,55000000,53574088,-0.025925673,FLOP
1053,Taken 3,Olivier Megaton,Liam Neeson,Dougray Scott,Jon Gries,Action|Thriller,6,48000000,89253340,0.859444583,HIT
1054,Out of Sight,Steven Soderbergh,Don Cheadle,Albert Brooks,Keith Hudson,Crime|Drama|Romance|Thriller,7,48000000,37339525,-0.222093229,FLOP
1055,The Cable Guy,Ben Stiller,Matthew Broderick,Janeane Garofalo,Andy Dick,Comedy|Drama|Thriller,6,47000000,60154431,0.279881511,HIT
1057,Dick Tracy,Warren Beatty,Charlie Korsmo,Warren Beatty,Seymour Cassel,Action|Comedy|Crime|Music|Romance|Thriller,6.1,100000000,103738726,0.03738726,HIT
1058,The Thomas Crown Affair,John McTiernan,Mark Margolis,Faye Dunaway,Denis Leary,Crime|Romance|Thriller,6.8,48000000,69304264,0.443838833,HIT
1059,Riding in Cars with Boys,Penny Marshall,Rosie Perez,Adam Garcia,Alissa Dean,Biography|Comedy|Drama,6.4,48000000,29781453,-0.379553063,FLOP
1062,Happily N'Ever After,Paul Bolger,Sarah Michelle Gellar,George Carlin,Rob Paulsen,Adventure|Animation|Comedy|Family|Fantasy,4.5,47000000,15519841,-0.669790617,FLOP
1063,Mary Reilly,Stephen Frears,Julia Roberts,Bronagh Gallagher,George Cole,Drama|Horror|Romance|Thriller,5.8,47000000,5600000,-0.880851064,FLOP
1064,My Best Friend's Wedding,P.J. Hogan,Julia Roberts,Christopher Masterson,Rupert Everett,Comedy|Romance,6.3,46000000,126805112,1.75663287,HIT
1065,America's Sweethearts,Joe Roth,Julia Roberts,Rainn Wilson,Larry King,Comedy|Romance,5.7,48000000,93607673,0.950159854,HIT
1066,Insomnia,Christopher Nolan,Al Pacino,Maura Tierney,Crystal Lowe,Drama|Mystery|Thriller,7.2,46000000,67263182,0.462243087,HIT
1067,Star Trek: First Contact,Jonathan Frakes,LeVar Burton,Alfre Woodard,Jonathan Frakes,Action|Adventure|Drama|Sci-Fi|Thriller,7.6,45000000,92001027,1.044467267,HIT
1068,Jonah Hex,Jimmy Hayward,Michael Fassbender,Billy Blair,Julia Jones,Action|Drama|Fantasy|Thriller|Western,4.7,47000000,10539414,-0.775757149,FLOP
1069,Courage Under Fire,Edward Zwick,Denzel Washington,Matt Damon,Scott Glenn,Action|Drama|Mystery|Thriller|War,6.6,46000000,58918501,0.280836978,HIT
1070,Liar Liar,Tom Shadyac,Maura Tierney,Swoosie Kurtz,Randall 'Tex' Cobb,Comedy|Fantasy|Romance,6.8,45000000,181395380,3.031008444,HIT
1071,The Infiltrator,Brad Furman,Joseph Gilgun,Amy Ryan,Olympia Dukakis,Biography|Crime|Drama|Thriller,7.3,25000000,14946229,-0.40215084,FLOP
1073,The Flintstones,Brian Levant,Jonathan Winters,Elizabeth Perkins,Harvey Korman,Comedy|Family|Fantasy,4.8,45000000,130512915,1.900287,HIT
1074,Taken 2,Olivier Megaton,Liam Neeson,Luke Grimes,D.B. Sweeney,Action|Crime|Thriller,6.3,45000000,139852971,2.1078438,HIT
1075,Scary Movie 3,David Zucker,Regina Hall,Pamela Anderson,Jenny McCarthy,Comedy,5.5,48000000,110000082,1.291668375,HIT
1076,Miss Congeniality,Donald Petrie,Candice Bergen,Wendy Raquel Robinson,Heather Burns,Action|Comedy|Crime|Romance,6.2,45000000,106807667,1.373503711,HIT
1077,Journey to the Center of the Earth,Eric Brevig,Josh Hutcherson,Brendan Fraser,Anita Briem,Action|Adventure|Family|Fantasy|Sci-Fi,5.8,45000000,101702060,1.260045778,HIT
1078,The Princess Diaries 2: Royal Engagement,Garry Marshall,Anne Hathaway,Raven-Symoné,Hector Elizondo,Comedy|Family|Romance,5.7,40000000,95149435,1.378735875,HIT
1079,The Pelican Brief,Alan J. Pakula,Denzel Washington,Julia Roberts,Tony Goldwyn,Crime|Drama|Mystery|Thriller,6.5,45000000,100768056,1.239290133,HIT
1080,The Client,Joel Schumacher,Bradley Whitford,Anthony LaPaglia,Brad Renfro,Crime|Drama|Mystery|Thriller,6.7,45000000,92115211,1.047004689,HIT
1081,The Bucket List,Rob Reiner,Morgan Freeman,Noel Gugliemi,Sean Hayes,Adventure|Comedy|Drama,7.4,45000000,93452056,1.076712356,HIT
1082,Patriot Games,Phillip Noyce,Harrison Ford,Polly Walker,Patrick Bergin,Action|Thriller,6.9,45000000,83287363,0.850830289,HIT
1083,Monster-in-Law,Robert Luketic,Adam Scott,Jane Fonda,Elaine Stritch,Comedy|Romance,5.5,60000000,82931301,0.38218835,HIT
1084,Prisoners,Denis Villeneuve,Hugh Jackman,Jake Gyllenhaal,Dylan Minnette,Crime|Drama|Mystery|Thriller,8.1,46000000,60962878,0.325279957,HIT
1085,Training Day,Antoine Fuqua,Denzel Washington,Snoop Dogg,Tom Berenger,Crime|Drama|Thriller,7.7,45000000,76261036,0.694689689,HIT
1086,Galaxy Quest,Dean Parisot,Alan Rickman,Enrico Colantoni,Robin Sachs,Adventure|Comedy|Sci-Fi,7.3,45000000,71423726,0.587193911,HIT
1087,Scary Movie 2,Keenen Ivory Wayans,Natasha Lyonne,Veronica Cartwright,Andy Richter,Comedy,5.2,45000000,71277420,0.583942667,HIT
1088,The Muppets,James Bobin,Bill Cobbs,Eric Jacobson,Steve Whitmire,Adventure|Comedy|Family|Musical,7.1,45000000,88625922,0.969464933,HIT
1089,Blade,Stephen Norrington,Sanaa Lathan,Traci Lords,Udo Kier,Action|Horror,7.1,45000000,70001065,0.555579222,HIT
1090,Coach Carter,Thomas Carter,Channing Tatum,Rick Gonzalez,Robert Ri'chard,Drama|Sport,7.2,30000000,67253092,1.241769733,HIT
1091,Changing Lanes,Roger Michell,Sydney Pollack,Matt Malloy,Bruce Altman,Drama|Thriller,6.5,45000000,66790248,0.484227733,HIT
1092,Anaconda,Luis Llosa,Frank Welker,Eric Stoltz,Kari Wuhrer,Action|Adventure|Horror|Thriller,4.6,45000000,65557989,0.4568442,HIT
1093,Coyote Ugly,David McNally,Adam Garcia,Tyra Banks,Izabella Miko,Comedy|Drama|Music|Romance,5.6,45000000,60786269,0.350805978,HIT
1094,Love Actually,Richard Curtis,Colin Firth,Liam Neeson,Kris Marshall,Comedy|Drama|Romance,7.7,45000000,59365105,0.319224556,HIT
1095,A Bug's Life,John Lasseter,Kevin Spacey,Madeline Kahn,John Ratzenberger,Adventure|Animation|Comedy|Family|Fantasy,7.2,120000000,162792677,0.356605642,HIT
1096,From Hell,Albert Hughes,Johnny Depp,Jason Flemyng,Ian Richardson,Horror|Mystery|Thriller,6.8,35000000,31598308,-0.0971912,FLOP
1097,The Specialist,Luis Llosa,Sylvester Stallone,Rod Steiger,Emilio Estefan Jr.,Action|Crime|Drama|Romance|Thriller,5.4,45000000,57362581,0.274724022,HIT
1098,Tin Cup,Ron Shelton,Don Johnson,Cheech Marin,Rene Russo,Comedy|Drama|Romance|Sport,6.3,45000000,53854588,0.196768622,HIT
1100,Kicking & Screaming,Jesse Dylan,Josh Hutcherson,Will Ferrell,Robert Duvall,Comedy|Family|Romance|Sport,5.6,45000000,52580895,0.168464333,HIT
1101,The Hitchhiker's Guide to the Galaxy,Garth Jennings,Zooey Deschanel,Kelly Macdonald,Thomas Lennon,Adventure|Comedy|Sci-Fi,6.8,50000000,51019112,0.02038224,HIT
1102,Fat Albert,Joel Zwick,Dania Ramirez,Nick Zano,Alice Greczyn,Comedy|Family|Fantasy|Romance,4.3,26000000,48114556,0.850559846,HIT
1103,Resident Evil: Extinction,Russell Mulcahy,Milla Jovovich,Mike Epps,James Tumminia,Action|Horror|Sci-Fi|Thriller,6.3,45000000,50648679,0.1255262,HIT
1104,Blended,Frank Coraci,Bella Thorne,Adam Sandler,Joel McHale,Comedy|Romance,6.5,40000000,46280507,0.157012675,HIT
1105,Last Holiday,Wayne Wang,LL Cool J,Alicia Witt,Timothy Hutton,Adventure|Comedy|Drama,6.4,45000000,38360195,-0.147551222,FLOP
1106,The River Wild,Curtis Hanson,Meryl Streep,Glenn Morshower,William Lucking,Action|Adventure|Crime|Thriller,6.3,45000000,46815748,0.040349956,HIT
1107,The Indian in the Cupboard,Frank Oz,Steve Coogan,Vincent Kartheiser,David Keith,Drama|Family|Fantasy,5.9,45000000,35617599,-0.2084978,FLOP
1108,Savages,Oliver Stone,Demián Bichir,Shea Whigham,Gary Stretch,Crime|Drama|Thriller,6.5,45000000,47307550,0.051278889,HIT
1109,Cellular,David R. Ellis,Richard Burgi,Valerie Cruz,Will Beinbrink,Action|Crime|Thriller,6.5,25000000,32003620,0.2801448,HIT
1110,Johnny English,Peter Howitt,Kevin McNally,Natalie Imbruglia,Ben Miller,Action|Adventure|Comedy,6.1,35000000,27972410,-0.200788286,FLOP
1111,The Ant Bully,John A. Davis,Nicolas Cage,Meryl Streep,Julia Roberts,Adventure|Animation|Comedy|Family|Fantasy,5.9,50000000,28133159,-0.43733682,FLOP
1112,Dune,David Lynch,Virginia Madsen,Jürgen Prochnow,José Ferrer,Action|Adventure|Sci-Fi,6.6,40000000,27400000,-0.315,FLOP
1113,Across the Universe,Julie Taymor,Jim Sturgess,T.V. Carpio,Robert Clohessy,Drama|Fantasy|Musical|Romance,7.4,45000000,24343673,-0.459029489,FLOP
1114,Revolutionary Road,Sam Mendes,Leonardo DiCaprio,Kate Winslet,Joe Komara,Drama|Romance,7.3,35000000,22877808,-0.346348343,FLOP
1115,16 Blocks,Richard Donner,Bruce Willis,David Zayas,Sasha Roiz,Action|Crime|Drama|Thriller,6.6,52000000,36883539,-0.290701173,FLOP
1116,Babylon A.D.,Mathieu Kassovitz,Vin Diesel,Charlotte Rampling,David Belle,Action|Adventure|Sci-Fi|Thriller,5.6,70000000,22531698,-0.6781186,FLOP
1117,The Glimmer Man,John Gray,Alexa PenaVega,Bob Gunton,Keenen Ivory Wayans,Action|Comedy|Crime|Drama|Thriller,5.3,45000000,20400913,-0.546646378,FLOP
1118,Multiplicity,Harold Ramis,John de Lancie,Brian Doyle-Murray,Obba Babatundé,Comedy|Romance|Sci-Fi,6,45000000,20101861,-0.553291978,FLOP
1119,Aliens in the Attic,John Schultz,Malese Jow,Carter Jenkins,Tim Meadows,Adventure|Comedy|Family|Fantasy|Sci-Fi,5.4,45000000,25200412,-0.439990844,FLOP
1120,The Pledge,Sean Penn,Costas Mandylor,Adrien Dorval,Nels Lennarson,Crime|Drama|Mystery|Thriller,6.8,45000000,19719930,-0.561779333,FLOP
1121,The Producers,Susan Stroman,Jon Lovitz,Will Ferrell,Matthew Broderick,Comedy|Musical,6.4,45000000,19377727,-0.569383844,FLOP
1122,Dredd,Pete Travis,Wood Harris,Jason Cope,Rakie Ayola,Action|Sci-Fi,7.1,35000000,13401683,-0.617094771,FLOP
1123,The Phantom,Simon Wincer,Cary-Hiroyuki Tagawa,Treat Williams,Kristy Swanson,Action|Adventure|Comedy|Fantasy,4.9,45000000,17300889,-0.6155358,FLOP
1124,All the Pretty Horses,Billy Bob Thornton,Matt Damon,Henry Thomas,Sam Shepard,Drama|Romance|Western,5.8,57000000,15527125,-0.727594298,FLOP
1125,Nixon,Oliver Stone,Anthony Hopkins,Bob Hoskins,Joan Allen,Biography|Drama|History,7.1,50000000,13560960,-0.7287808,FLOP
1126,The Ghost Writer,Roman Polanski,Jim Belushi,Olivia Williams,Timothy Hutton,Mystery|Thriller,7.2,45000000,15523168,-0.655040711,FLOP
1127,Deep Rising,Stephen Sommers,Djimon Hounsou,Jason Flemyng,Wes Studi,Action|Adventure|Horror|Sci-Fi,6,45000000,11146409,-0.752302022,FLOP
1128,Miracle at St. Anna,Spike Lee,Joseph Gordon-Levitt,Omari Hardwick,Laz Alonso,Action|Crime|Drama|Thriller|War,6,45000000,7916887,-0.824069178,FLOP
1129,Curse of the Golden Flower,Yimou Zhang,Li Gong,Ye Liu,Man Li,Drama|Romance,7,45000000,6565495,-0.854100111,FLOP
1130,Bangkok Dangerous,Danny Pang,Nicolas Cage,Charlie Yeung,James With,Action|Crime|Thriller,5.4,40000000,15279680,-0.618008,FLOP
1131,Big Trouble,Barry Sonnenfeld,Zooey Deschanel,Janeane Garofalo,Omar Epps,Comedy|Crime|Thriller,6.5,40000000,7262288,-0.8184428,FLOP
1132,Love in the Time of Cholera,Mike Newell,Marcela Mar,Giovanna Mezzogiorno,Unax Ugalde,Drama|Romance,6.4,45000000,4584886,-0.898113644,FLOP
1134,Shadow Conspiracy,George P. Cosmatos,Sam Waterston,Ben Gazzara,Nicholas Turturro,Action|Thriller,4.9,45000000,2154540,-0.952121333,FLOP
1135,Johnny English Reborn,Oliver Parker,Daniel Kaluuya,Tim McInnerny,Togo Igawa,Action|Adventure|Comedy|Crime,6.3,45000000,8129455,-0.819345444,FLOP
1137,Argo,Ben Affleck,Clea DuVall,Scoot McNairy,Tate Donovan,Biography|Drama|History|Thriller,7.7,44500000,136019448,2.056616809,HIT
1138,The Fugitive,Andrew Davis,Harrison Ford,Daniel Roebuck,Sela Ward,Action|Adventure|Crime|Drama|Mystery|Thriller,7.8,44000000,183875760,3.178994545,HIT
1139,The Bounty Hunter,Andy Tennant,Gerard Butler,Dorian Missick,Peter Greene,Action|Comedy|Romance,5.5,40000000,67061228,0.6765307,HIT
1140,Sleepers,Barry Levinson,Robert De Niro,Brad Pitt,Minnie Driver,Crime|Drama|Thriller,7.5,44000000,53300852,0.211383,HIT
1141,Rambo: First Blood Part II,George P. Cosmatos,Sylvester Stallone,Julia Nickson,Martin Kove,Action|Adventure|Thriller|War,6.4,44000000,150415432,2.418532545,HIT
1142,The Juror,Brian Gibson,Joseph Gordon-Levitt,Demi Moore,Anne Heche,Drama|Thriller,5.6,44000000,44834712,0.018970727,HIT
1143,Pinocchio,Norman Ferguson,Mel Blanc,Dickie Jones,Cliff Edwards,Animation|Family|Fantasy|Musical,7.5,2600000,84300000,31.42307692,HIT
1144,Heaven's Gate,Michael Cimino,Jeff Bridges,Sam Waterston,Isabelle Huppert,Adventure|Drama|Western,6.8,44000000,1500000,-0.965909091,FLOP
1145,Underworld: Evolution,Len Wiseman,Sophia Myles,Tony Curran,Derek Jacobi,Action|Adventure|Fantasy|Sci-Fi|Thriller,6.8,50000000,62318875,0.2463775,HIT
1146,Victor Frankenstein,Paul McGuigan,Daniel Radcliffe,Spencer Wilding,Daniel Mays,Drama|Horror|Sci-Fi|Thriller,6,40000000,5773519,-0.855662025,FLOP
1147,Finding Forrester,Gus Van Sant,F. Murray Abraham,Rob Brown,Michael Nouri,Drama,7.3,43000000,51768623,0.203921465,HIT
1148,28 Days,Betty Thomas,Steve Buscemi,Viggo Mortensen,Elizabeth Perkins,Comedy|Drama,6,43000000,37035515,-0.138708953,FLOP
1149,Unleashed,Louis Leterrier,Morgan Freeman,Jet Li,Bob Hoskins,Action|Crime|Drama|Thriller,7,45000000,24520892,-0.455091289,FLOP
1150,The Sweetest Thing,Roger Kumble,Judith Chapman,Lillian Adams,Chelsea Bond,Comedy|Romance,5.1,43000000,24430272,-0.43185414,FLOP
1151,The Firm,Sydney Pollack,Tom Cruise,Holly Hunter,Wilford Brimley,Drama|Mystery|Thriller,6.8,42000000,158348400,2.7702,HIT
1152,Charlie St. Cloud,Burr Steers,Augustus Prew,Charlie Tahan,Valerie Tian,Drama|Fantasy|Romance,6.5,44000000,31136950,-0.292342045,FLOP
1153,The Mechanic,Simon West,Jason Statham,Tony Goldwyn,Mini Anden,Action|Crime|Thriller,6.6,40000000,29113588,-0.2721603,FLOP
1154,21 Jump Street,Phil Lord,Channing Tatum,Dax Flame,Rob Riggle,Action|Comedy|Crime,7.2,42000000,138447667,2.296373024,HIT
1155,Notting Hill,Roger Michell,Julia Roberts,Clarke Peters,Dylan Moran,Comedy|Drama|Romance,7,42000000,116006080,1.762049524,HIT
1156,Chicken Run,Peter Lord,Imelda Staunton,Miranda Richardson,Julia Sawalha,Adventure|Animation|Comedy|Drama|Family,7,45000000,106793915,1.373198111,HIT
1157,Along Came Polly,John Hamburg,Philip Seymour Hoffman,Masi Oka,Debra Messing,Comedy|Romance,5.9,42000000,87856565,1.091822976,HIT
1158,Boomerang,Reginald Hudlin,John Witherspoon,Eartha Kitt,Geoffrey Holder,Comedy|Drama|Romance,5.4,40000000,70100000,0.7525,HIT
1159,The Heat,Paul Feig,Michael Rapaport,William Xifaras,Demián Bichir,Action|Comedy|Crime,6.6,43000000,159578352,2.711124465,HIT
1160,Cleopatra,Joseph L. Mankiewicz,Martin Landau,Richard Burton,Roddy McDowall,Biography|Drama|History|Romance,7,31115000,57750000,0.856017998,HIT
1161,Here Comes the Boom,Frank Coraci,Salma Hayek,Reggie Lee,Charice,Action|Comedy|Sport,6.5,42000000,45290318,0.078340905,HIT
1162,High Crimes,Carl Franklin,Morgan Freeman,Adam Scott,Bruce Davison,Crime|Drama|Mystery|Thriller,6.3,42000000,41543207,-0.010876024,FLOP
1163,The Mirror Has Two Faces,Barbra Streisand,Jeff Bridges,Austin Pendleton,Mimi Rogers,Comedy|Drama|Romance,6.5,42000000,41252428,-0.017799333,FLOP
1164,The Mothman Prophecies,Mark Pellington,Debra Messing,Will Patton,David Eigenberg,Drama|Horror|Mystery|Thriller,6.5,32000000,35228696,0.10089675,HIT
1165,Brüno,Larry Charles,Bono,Elton John,Slash,Comedy,5.8,42000000,59992760,0.428399048,HIT
1166,Licence to Kill,John Glen,Robert Davi,Talisa Soto,Anthony Zerbe,Action|Adventure|Thriller,6.6,32000000,34667015,0.083344219,HIT
1167,Red Riding Hood,Catherine Hardwicke,Gary Oldman,Billy Burke,Virginia Madsen,Fantasy|Horror|Mystery|Thriller,5.4,42000000,37652565,-0.103510357,FLOP
1168,15 Minutes,John Herzfeld,Robert De Niro,Charlize Theron,Kelsey Grammer,Action|Crime|Drama|Thriller,6.1,42000000,24375436,-0.419632476,FLOP
1169,Super Mario Bros.,Annabel Jankel,Bob Hoskins,Fisher Stevens,Fiona Shaw,Adventure|Comedy|Family|Fantasy|Sci-Fi,4,42000000,20915465,-0.502012738,FLOP
1170,Lord of War,Andrew Niccol,Nicolas Cage,Jeremy Crutchley,Jared Burke,Crime|Drama|Thriller,7.6,50000000,24127895,-0.5174421,FLOP
1171,Hero,Yimou Zhang,Jet Li,Tony Chiu Wai Leung,Maggie Cheung,Action|Adventure|History,7.9,31000000,84961,-0.997259323,FLOP
1172,One for the Money,Julie Anne Robinson,Fisher Stevens,Debbie Reynolds,Patrick Fischler,Action|Comedy|Crime|Romance|Thriller,5.3,40000000,26404753,-0.339881175,FLOP
1173,The Interview,Evan Goldberg,James Franco,Randall Park,Anders Holm,Comedy,6.6,44000000,6105175,-0.861246023,FLOP
1174,The Warrior's Way,Sngmoo Lee,Tony Cox,Dong-gun Jang,Jed Brophy,Action|Fantasy|Western,6.3,45000000,5664251,-0.874127756,FLOP
1176,Micmacs,Jean-Pierre Jeunet,Omar Sy,Dany Boon,André Dussollier,Action|Comedy|Crime,7.2,27000000,1260917,-0.95329937,FLOP
1177,8 Mile,Curtis Hanson,Mekhi Phifer,Omar Benson Miller,Evan Jones,Drama|Music,7,41000000,116724075,1.846928659,HIT
1179,A Knight's Tale,Brian Helgeland,Heath Ledger,Rufus Sewell,Bérénice Bejo,Action|Adventure|Romance,6.9,65000000,56083966,-0.137169754,FLOP
1180,The Medallion,Gordon Chan,Julian Sands,Lee Evans,Anthony Chau-Sang Wong,Action|Comedy|Fantasy,5.2,41000000,22108977,-0.460756659,FLOP
1181,The Sixth Sense,M. Night Shyamalan,Bruce Willis,Haley Joel Osment,Olivia Williams,Drama|Mystery|Thriller,8.1,40000000,293501675,6.337541875,HIT
1182,Man on a Ledge,Asger Leth,Robert Clohessy,Mandy Gonzalez,J. Smith-Cameron,Action|Crime|Thriller,6.6,42000000,18600911,-0.557121167,FLOP
1183,The Big Year,David Frankel,Joel McHale,Kevin Pollak,JoBeth Williams,Comedy,6.2,41000000,7204138,-0.824289317,FLOP
1184,The Karate Kid,John G. Avildsen,Martin Kove,William Zabka,William Bassett,Action|Drama|Family|Sport,7.2,8000000,90800000,10.35,HIT
1185,American Hustle,David O. Russell,Jennifer Lawrence,Christian Bale,Bradley Cooper,Crime|Drama,7.3,40000000,150117807,2.752945175,HIT
1186,The Proposal,Anne Fletcher,Ryan Reynolds,Denis O'Hare,Craig T. Nelson,Comedy|Drama|Romance,6.7,40000000,163947053,3.098676325,HIT
1187,Double Jeopardy,Bruce Beresford,Bruce Greenwood,Annabeth Gish,Bruce Campbell,Crime|Mystery|Thriller,6.4,70000000,116735231,0.667646157,HIT
1188,Back to the Future Part II,Robert Zemeckis,Lea Thompson,Jeffrey Weissman,Thomas F. Wilson,Adventure|Comedy|Sci-Fi,7.8,40000000,118500000,1.9625,HIT
1189,Lucy,Luc Besson,Scarlett Johansson,Morgan Freeman,Amr Waked,Action|Sci-Fi|Thriller,6.4,40000000,126546825,2.163670625,HIT
1190,Fifty Shades of Grey,Sam Taylor-Johnson,Jennifer Ehle,Luke Grimes,Callum Rennie,Drama|Romance,4.1,40000000,166147885,3.153697125,HIT
1191,Spy Kids 3-D: Game Over,Robert Rodriguez,Sylvester Stallone,Salma Hayek,Alexa PenaVega,Action|Adventure|Comedy|Family|Sci-Fi,4.1,38000000,111760631,1.941069237,HIT
1192,A Time to Kill,Joel Schumacher,Kevin Spacey,Matthew McConaughey,Oliver Platt,Crime|Drama|Thriller,7.4,40000000,108706165,1.717654125,HIT
